frame,time_s,x,y,vx_mps,vy_mps,ax_sp_mps2,ay_sp_mps2,speed_mps,true_clearance_m,mppi_min_clearance_m,compute_ms,target_idx,collision
0,0.0,0.6082658639069047,-2.160114464110909,0.23554886589087282,0.16571279907576117,1.9629072157572736,1.38093999229801,0.288,0.6998855358890913,0.15000000596046448,51.00958188995719,1,0
1,0.1,0.651265612330073,-2.122709364765804,0.358331236859735,0.31170916120920544,1.023186424740518,1.216636351112036,0.47493565510621955,0.737290635234196,0.15000000596046448,42.792025953531265,1,0
2,0.2,0.7103087244581686,-2.0884221712626316,0.492025934400797,0.2857266125264372,1.1141224795088505,-0.21652123902306836,0.5689720706931143,0.7715778287373686,0.15000000596046448,41.914317989721894,1,0
3,0.3,0.7772474717023727,-2.0500155773016226,0.5578228937017014,0.32005494967507425,0.5483079941742032,0.2860694762386421,0.6431186139035737,0.8099844226983776,0.15000000596046448,41.93376889452338,1,0
4,0.4,0.8509066034730731,-2.006593836315605,0.6138260980891697,0.36184784155014865,0.4666933698955696,0.3482740989589532,0.712542166562707,0.8534061636843954,0.30000001192092896,42.32688108459115,1,0
5,0.5,0.9152988865615662,-1.9661277012093432,0.5366023590707758,0.3372177925521793,-0.6435311584866158,-0.2052504083164113,0.633764886510831,0.893872298790657,0.30000001192092896,42.00124111957848,1,0
6,0.6,0.9806826996205917,-1.935381645293689,0.5448651088252128,0.2562171326304522,0.06885624795364126,-0.6750054993477259,0.6021006609101851,0.9246183547063113,0.30000001192092896,42.73623391054571,1,0
7,0.7,1.0354866293916312,-1.9031454233355845,0.45669941475866166,0.2686351829842041,-0.7347141172212595,0.10348375294793248,0.5298482961922788,0.9568545766644158,0.30000001192092896,42.27782995440066,1,0
8,0.8,1.113214530303934,-1.8465028770545988,0.6477325076025235,0.4720212190082143,1.5919424403655156,1.6948836335334188,0.8014745364632951,1.0134971229454013,0.30000001192092896,41.72414191998541,2,0
9,0.9,1.2204905521438911,-1.771935427715445,0.8939668486663089,0.6213954111596144,2.0519528421982116,1.2447849345950008,1.088718964436919,1.088064572284555,0.30000001192092896,43.014663038775325,2,0
10,1.0,1.336114166168789,-1.6891057660825988,0.963530116874149,0.6902471802737189,0.5796939017320006,0.5737647426175381,1.185255860985016,1.1708942339174013,0.30000001192092896,43.06014394387603,2,0
11,1.1,1.4440826028683327,-1.601733396863364,0.8997369724961983,0.7281030768269565,-0.5316095364829218,0.3154658046103138,1.1574371301118285,1.258266603136636,0.30000001192092896,42.36159194260836,2,0
12,1.2,1.547112783945718,-1.5225374868545205,0.858584842311543,0.6599659167403623,-0.34293441820546144,-0.5678096673882851,1.0829233318689204,1.3374625131454796,0.44999998807907104,42.52553707920015,2,0
13,1.3,1.6490119554000713,-1.4422387091628606,0.8491597621196117,0.6691564807638336,-0.07854233493276053,0.07658803352892765,1.081130286945692,1.4177612908371395,0.30000001192092896,42.48704598285258,2,0
14,1.4,1.7374693157973962,-1.3656608754350916,0.7371446699777073,0.6381486143980755,-0.9334591011825369,-0.2583988863813179,0.9749953428271987,1.4943391245649085,0.44999998807907104,42.07228310406208,2,0
15,1.5,1.8157487055706956,-1.2868130443870929,0.6523282481108292,0.6570652587333234,-0.706803515557318,0.15763870279373285,0.9258870868079071,1.5731869556129072,0.44999998807907104,41.752812918275595,2,0
16,1.6,1.8842967767776289,-1.2179019290831765,0.5712339267244447,0.5742592941993021,-0.6757860115532045,-0.6900497044501782,0.8099888493154143,1.5557032232223709,0.44999998807907104,42.15736594051123,2,0
17,1.7,1.9439864400373277,-1.1569229293299326,0.4974138604974906,0.5081583312770332,-0.6151672185579511,-0.5508413576855743,0.7110875039411648,1.496013559962672,0.44999998807907104,42.263809125870466,2,0
18,1.8,2.0017289288859015,-1.1015772906904813,0.4811874070714497,0.461213655328761,-0.13522044521700755,-0.39120563290226834,0.6665278363173306,1.4382710711140982,0.44999998807907104,42.21246810629964,2,0
19,1.9,2.0811888779113574,-1.0282604080362074,0.6621662418788008,0.6109740221189484,1.5081569567279258,1.2480030565848947,0.9009735776303874,1.3532293415482062,0.0,42.24019800312817,3,0
20,2.0,2.1832884563937003,-0.937981344486229,0.8508298206861888,0.7523255295831531,1.572196490061566,1.1779292288683734,1.1357398849346907,1.235211736280054,0.0,42.09850402548909,3,0
21,2.1,2.3001371829681396,-0.8444868837194067,0.9737393881203265,0.7791205063901857,1.0242463952844798,0.22329147339193778,1.2470754425673882,1.1063341862521625,0.0,42.05077304504812,3,0
22,2.2,2.4278729536190395,-0.7480428920647226,1.0644647554241649,0.8036999304557003,0.7560447275319871,0.20482853387928815,1.3337986331357237,0.972400107558651,0.0,42.18885698355734,3,0
23,2.3,2.5507253742491556,-0.6548473670895079,1.0237701719176324,0.776629374793457,-0.33912152922110395,-0.22558796385202823,1.2850130546808987,0.8492746257508442,0.0,42.1228539198637,3,0
24,2.4,2.6771827233187633,-0.5693681423732624,1.0538112422467298,0.7123268726353791,0.250342252742478,-0.5358541846506485,1.271977872356314,0.7232716001574212,0.0,41.65546991862357,3,0
25,2.5,2.7945199236095806,-0.48829857125739495,0.9778100024234773,0.6755797592988951,-0.6333436651937718,-0.3062259444706994,1.1884950197681745,0.6148099851185415,0.0,42.504046112298965,3,0
26,2.6,2.9035668557760883,-0.412460803621514,0.9087244347208996,0.6319813969656747,-0.5757130641881474,-0.3633196861101706,1.106878757755114,0.5289295084399644,0.0,42.09556384012103,3,0
27,2.7,2.9949302566451346,-0.3437807639316045,0.7613616739087182,0.5723336640825794,-1.2280230067681779,-0.4970644406924612,0.9524901162423032,0.4766472506501686,0.0,41.611687978729606,3,0
28,2.8,3.0812283472934294,-0.28489529906641187,0.7191507554024584,0.4907122072099386,-0.35175765421883176,-0.6801788072720061,0.8706183315901269,0.44472496231984604,0.0,42.36435214988887,3,0
29,2.9,3.1594281514807565,-0.23911080425191306,0.6516650348943916,0.38153745678749007,-0.5623810042338899,-0.9097895868537375,0.7551411448436475,0.4295718030203867,0.0,43.36815397255123,3,0
30,3.0,3.222371348636979,-0.20339145773437156,0.5245266429685222,0.29766122097951236,-1.0594865993822449,-0.6989686317331477,0.6031006563243334,0.4300106837747826,0.0,41.992240119725466,3,0
31,3.1,3.306173142642282,-0.17828547115278626,0.6983482833775226,0.20921655484654422,1.4485136700750034,-0.7370388844414012,0.7290143288840005,0.4271469041371843,0.0,42.340821120887995,4,0
32,3.2,3.390762428220186,-0.16877190040502757,0.7049107131492022,0.0792797562313225,0.0546869147639959,-1.0828066551268478,0.7093549134675918,0.42632819003290057,0.0,42.37460298463702,4,0
33,3.3,3.480686976840653,-0.16648698971945802,0.7493712385038933,0.019040922379746243,0.37050437795575936,-0.5019902820964688,0.7496131067570327,0.428513010280542,0.0,42.45130508206785,4,0
34,3.4,3.5696958207179694,-0.1718040502637792,0.7417403656443005,-0.044308837869343094,-0.0635906071632737,-0.5279146687424112,0.7430626105110338,0.4231959497362208,0.0,42.25483909249306,4,0
35,3.5,3.6658710004679365,-0.18568455886330648,0.8014598312497253,-0.11567090499606053,0.4976622133785401,-0.5946838927226453,0.8097639281725544,0.40931544113669355,0.0,42.171786073595285,4,0
36,3.6,3.7564275239437555,-0.19773393367791653,0.7546376956318247,-0.10041145678841704,-0.39018446348250535,0.12716206839702918,0.7612887181108641,0.4012535269744618,0.0,41.85150586999953,4,0
37,3.7,3.8379027790992826,-0.20645614078408536,0.6789604596293909,-0.07268505921807351,-0.6306436333536151,0.23105331308619603,0.682839969226823,0.4122905613977867,0.0,41.57723695971072,4,0
38,3.8,3.9119536269831072,-0.2242383939211493,0.6170903990318738,-0.14818544280886625,-0.5155838383126422,-0.6291698632566063,0.6346333477195923,0.4270696764387084,0.0,42.03218198381364,4,0
39,3.9,4.004982410740775,-0.2675362147570071,0.7752398646472276,-0.36081517363214854,1.3179122134612822,-1.7719144235273527,0.855093233081311,0.447489442899968,0.0,42.45902504771948,5,0
40,4.0,4.115826250753746,-0.3404485146634205,0.9236986667747566,-0.6076024992201114,1.2371566843960742,-2.0565610465663577,1.105622007767568,0.47430297037024466,0.0,42.12238499894738,5,0
41,4.1,4.238826382556341,-0.4402781515259761,1.0250010983549576,-0.8319136405212966,0.8441869298350073,-1.8692595108432093,1.3201164936907146,0.5171892756114564,0.0,41.90555796958506,5,0
42,4.2,4.3483153281176214,-0.5529641956715917,0.9124078796773375,-0.9390503678801302,-0.9382768223135008,-0.8928060613236137,1.3093142221457394,0.5216846718823789,0.0,45.29108293354511,5,0
43,4.3,4.4622799583975805,-0.6685172557350045,0.9497052523329901,-0.9629421671951072,0.3108114387971047,-0.19909832762480797,1.3524783486885392,0.40772004160241976,0.0,45.297553995624185,5,0
44,4.4,4.566970880082211,-0.7879828005724889,0.8724243473719222,-0.9955462069790368,-0.6440075413422327,-0.2717003315327464,1.3237207001923297,0.30356223189748055,0.0,45.505949994549155,5,0
45,4.5,4.667559785814913,-0.9032793828295188,0.8382408811058513,-0.9608048521419159,-0.28486221888392343,0.2895112903093411,1.2750661703051192,0.2423745741754306,0.0,46.21707182377577,5,0
46,4.6,4.753977808070823,-1.0056418483585179,0.7201501854659079,-0.8530205460749922,-0.984089130332861,0.8982025505576976,1.1163603099594053,0.2626561054266009,0.0,46.37691704556346,5,0
47,4.7,4.819992609509614,-1.0941906463363893,0.5501233453232661,-0.7379066498155953,-1.4168903345220152,0.9592824688283076,0.9204031284778084,0.32802486837991995,0.0,45.92914297245443,5,0
48,4.8,4.886356845162595,-1.1685299121631159,0.5530352971081711,-0.619493881889388,0.024266264874207966,0.9867730660517273,0.8304340488840195,0.3985299121631159,0.0,45.40004697628319,5,0
49,4.9,4.9740431300543,-1.2528378876185964,0.7307190407642015,-0.7025664621290046,1.480697863800253,-0.6922715019968055,1.0136813849745,0.4828378876185964,0.0,46.07141809538007,6,0
50,5.0,5.095074496614388,-1.3395361049133863,1.0085947213340727,-0.7224851441232489,2.315630671415593,-0.1659890166187026,1.240664376607045,0.5695361049133862,0.0,45.7474768627435,6,0
51,5.1,5.231151197362271,-1.4096391667863286,1.133972506232356,-0.5841921822745192,1.0448148741523609,1.1524413487394147,1.2756073654230582,0.6396391667863286,0.0,45.74481816962361,6,0
52,5.2,5.372114273221163,-1.475293870957876,1.1746922988240949,-0.5471225347628952,0.339331604931157,0.3089137292635332,1.2958568844444251,0.705293870957876,0.0,45.80262000672519,6,0
53,5.3,5.511288549103374,-1.5293300339308002,1.1597856323517552,-0.4503013581077028,-0.12422222060282939,0.8068431387932695,1.2441358551714528,0.7593300339308002,0.0,46.61660501733422,6,0
54,5.4,5.646873163209574,-1.5897542841201304,1.129871784218335,-0.5035354182444179,-0.2492820677785024,-0.44361716780595944,1.2369956209297204,0.8197542841201304,0.15000000596046448,47.1552019007504,6,0
55,5.5,5.780366295846269,-1.6389026551285366,1.1124427719724577,-0.4095697584033847,-0.14524176871564373,0.7830471653419437,1.185443506841373,0.8735890861923562,0.2121320366859436,48.66575892083347,6,0
56,5.6,5.899751308783972,-1.6724232452831305,0.9948751078141871,-0.2793382512882825,-0.9797305346522556,1.0852625592925185,1.0333471530812315,0.9264789933743377,0.2121320366859436,46.272034058347344,6,0
57,5.7,5.999693178646836,-1.6962413152181397,0.8328489155238625,-0.1984839161250775,-1.3502182690860385,0.6737861263600418,0.8561735694645219,0.976643660153185,0.30000001192092896,46.47078993730247,6,0
58,5.8,6.090804262925138,-1.708816334592576,0.7592590356525182,-0.104791828120302,-0.61324899892787,0.7807674000397958,0.7664565287482303,1.0207938906933185,0.3621320426464081,46.21401196345687,6,0
59,5.9,6.176398204993623,-1.7166729556046736,0.7132828505707032,-0.0654718417674793,-0.38313487568179144,0.3276665529401891,0.7162813602088874,1.0643180439578699,0.3621320426464081,48.24274615384638,6,0
60,6.0,6.271328362974549,-1.691254530825123,0.7910846498410473,0.2118202064962548,0.6483483272528677,2.310767068864451,0.8189522105069675,1.0893358417698766,0.3621320426464081,46.26461397856474,7,0
61,6.1,6.381177274076752,-1.63466200773774,0.9154075925183545,0.47160435906152387,1.036024522310892,2.1648679380439093,1.0297483828227556,1.10696269667285,0.3621320426464081,46.881763031706214,7,0
62,6.2,6.502303966240083,-1.5537939797805287,1.0093891013610976,0.6739002329767623,0.7831792403561934,1.6857989492936531,1.2136753610223363,1.128791715202397,0.4242640733718872,46.27156397327781,7,0
63,6.3,6.626229681413633,-1.450672490734445,1.0327142931129194,0.8593457420506967,0.19437659793184886,1.5453792422827872,1.3434931766035805,1.1575150348926386,0.4242640733718872,46.60961404442787,7,0
64,6.4,6.756169256167677,-1.330682374999649,1.0828297896170322,0.9999176311232998,0.41762913753427366,1.171432408938359,1.4738913197089187,1.204608487614289,0.3621320426464081,46.44838999956846,7,0
65,6.5,6.8882184070477095,-1.215384424106222,1.1004095906669384,0.960816257445225,0.1464983420825514,-0.3258447806506237,1.4608453538286754,1.2783171109800497,0.5121320486068726,46.503331046551466,7,0
66,6.6,7.009817841155063,-1.0976770009300871,1.013328617561276,0.9808951931344563,-0.7256747758805216,0.16732446407692678,1.410315662212871,1.359886521283944,0.3621320426464081,45.95474386587739,7,0
67,6.7,7.131201710526318,-0.9777832123554935,1.011532244760454,0.9991149047882806,-0.014969773340182346,0.15183093044853618,1.4217693466804726,1.4561030986028263,0.3621320426464081,46.20155203156173,7,0
68,6.8,7.243625492196568,-0.8617174192252913,0.9368648472520862,0.9672149427516844,-0.6222283125697317,-0.26583301697163464,1.346558757536714,1.5039225333272477,0.4242640733718872,46.10040900297463,7,0
69,6.9,7.343623489411127,-0.7605029888147009,0.8333166434546594,0.8434535867549204,-0.86290169831189,-1.031344633306367,1.1856772669104692,1.481473785966491,0.5121320486068726,47.281014965847135,7,0
70,7.0,7.434912999712059,-0.6680231306250486,0.7607459191744294,0.7706654849137693,-0.6047560356685833,-0.6065675153429262,1.0828941052466405,1.3955672641029193,0.3621320426464081,46.54295207001269,7,0
71,7.1,7.511042731017529,-0.5828828071653571,0.6344144275455871,0.7095026954974288,-1.0527624302403527,-0.5096899118028368,0.9517750473699719,1.3215004722446257,0.3621320426464081,45.96315510571003,7,0
72,7.2,7.572889115147977,-0.5097918234742863,0.515386534420407,0.6090915307589236,-0.9918991093765005,-0.8367597061542102,0.7978820543815522,1.261908943051525,0.3621320426464081,46.198051888495684,7,0
73,7.3,7.627628677351139,-0.44567914176324663,0.4561630183596789,0.5342723475919972,-0.49352930050606836,-0.6234931930577206,0.7025180714547324,1.2135901224514722,0.3621320426464081,45.92126305215061,7,0
74,7.4,7.670476065838284,-0.3542931081345024,0.35706157072620426,0.7615502802395355,-0.8258453969456216,1.8939827720628197,0.8411015364522759,1.139678778806146,0.15000000596046448,46.50287190452218,8,0
75,7.5,7.700732622919985,-0.23786759431118376,0.25213797568084323,0.9702126151943218,-0.8743632920446753,1.7388527912898852,1.0024400617805729,1.0422147647017028,0.15000000596046448,46.860402915626764,8,0
76,7.6,7.724611334109348,-0.10468936410751584,0.198989259911354,1.109818585030566,-0.44290596474574356,1.1633830819687017,1.1275167480970365,0.9322014583813769,0.0,46.98124714195728,8,0
77,7.7,7.74185071705272,0.05845800239678167,0.14366152452810016,1.3595613875358126,-0.4610644615271152,2.0811900208770546,1.3671304985655326,0.8011285072283433,0.0,46.399567974731326,8,0
78,7.8,7.753159599023352,0.243155319158516,0.0942406830886035,1.539144306347786,-0.41184034532913877,1.4965243234331127,1.5420267514254784,0.6647538370060673,0.0,46.0634280461818,8,0
79,7.9,7.760179962519397,0.4356090421668457,0.05850302913370593,1.6037810250694147,-0.2978137829574798,0.5386393226802387,1.6048477126476897,0.5494974195135044,0.0,46.86372308060527,8,0
80,8.0,7.760115406197919,0.627297316512839,-0.0005379693456465801,1.5974022862166115,-0.492008320661271,-0.05315615710669286,1.5974023768046277,0.4791683239430117,0.0,46.022656839340925,8,0
81,8.1,7.756950148715379,0.8087956795807644,-0.026377145687830065,1.5124863588993778,-0.2153264695181957,-0.7076327276436141,1.5127163447491847,0.46695014871537943,0.0,45.42545787990093,8,0
82,8.2,7.753323003427439,0.9845285190336883,-0.03022621073284122,1.4644403287743661,-0.032075542041759664,-0.4003835843750974,1.4647522317293256,0.4633230034274388,0.0,45.5385718960315,8,0
83,8.3,7.763991933490814,1.132228191660627,0.08890775052813134,1.2308306052244884,0.9927830105081047,-1.9467476962489805,1.2340375062619664,0.47399193349081437,0.0,45.69109599106014,8,0
84,8.4,7.7645462266538345,1.263268382442093,0.004619109691835169,1.0920015898455508,-0.7024053403024682,-1.1569084614911453,1.0920113590982266,0.4745462266538346,0.0,46.145580941811204,8,0
85,8.5,7.770327804196735,1.38954761870311,0.048179812857506416,1.0523269688418093,0.36300585971392707,-0.3306218416978465,1.0534293254503477,0.48032780419673504,0.0,46.387516893446445,8,0
86,8.6,7.7636841603394435,1.5053911788143126,-0.05536369881076421,0.9653630009266893,-0.8628625972355886,-0.7246997326260005,0.9669492554959603,0.47817642144213796,0.0,46.68384697288275,8,0
87,8.7,7.760976041253587,1.6078445796681535,-0.022567659048806296,0.8537783404486752,0.27330033134964926,-0.9298721706501171,0.8540765503479398,0.4999902342635097,0.0,46.954805962741375,8,0
88,8.8,7.76728481574722,1.6979730215875735,0.05257312078027698,0.7510703493284999,0.6261731652423607,-0.8558999260014604,0.752908097093538,0.542541127666724,0.0,46.359757194295526,8,0
89,8.9,7.771561975361923,1.766827766443947,0.035642996789194206,0.5737895404697791,-0.1410843665923565,-1.4773400738226734,0.5748955209189187,0.5819951245785624,0.0,46.0282361600548,8,0
90,9.0,7.769071048316735,1.8301815729762025,-0.02075772537656459,0.5279483877687965,-0.47000601804798997,-0.3820096058415226,0.5283563033696866,0.6178597973856844,0.0,46.19630193337798,8,0
91,9.1,7.754746838810206,1.8838086817277808,-0.11936841255440919,0.4468925729298191,-0.8217557264820383,-0.6754651236581455,0.4625600389739621,0.6426163475675283,0.15000000596046448,46.45588016137481,8,0
92,9.2,7.737941192343254,1.932617719071517,-0.140047053891264,0.40674197786446753,-0.1723220111404568,-0.33458829221126335,0.4301769564501585,0.6658254493041855,0.15000000596046448,45.86249100975692,8,0
93,9.3,7.727521691533744,1.9628793222246335,-0.08682917341258369,0.25218002627596986,0.0,0.0,0.2667097129990983,0.6817829685263787,inf,0.028409995138645172,8,0
94,9.4,7.721061601031848,1.9816415161795655,-0.05383408751580188,0.1563516162911013,0.0,0.0,0.16536002205944095,0.6922352460930017,inf,0.024791108444333076,8,0
95,9.5,7.717056344920672,1.9932740764316235,-0.033377134259797166,0.09693800210048281,0.0,0.0,0.10252321367685338,0.6989201137385229,inf,0.02283998765051365,8,0
96,9.6,7.714573086131743,2.0004862637878995,-0.020693823241074244,0.06010156130229934,0.0,0.0,0.0635643924796491,0.7031409228329351,inf,0.02444116398692131,8,0
97,9.7,7.713033465682607,2.0049578199487907,-0.01283017040946603,0.037262968007425595,0.0,0.0,0.03940992333738244,0.7057865480502785,inf,0.025521032512187958,8,0
98,9.8,7.712078901004143,2.007730184768543,-0.00795470565386894,0.02310304016460387,0.0,0.0,0.024434152469177114,0.7074377438122662,inf,0.025080982595682144,8,0
99,9.9,7.7114870709034955,2.0094490509567895,-0.004931917505398742,0.0143238849020544,0.0,0.0,0.015149174530889813,0.7084656467143601,inf,0.023340806365013123,8,0
100,10.0,7.711120136241094,2.0105147479935024,-0.0030577888533472202,0.008880808639273728,0.0,0.0,0.009392488209151683,0.709104538714714,inf,0.024251174181699753,8,0
101,10.1,7.710892636750405,2.0111754801562642,-0.0018958290890752766,0.005506101356349711,0.0,0.0,0.005823342689674043,0.7095012620161061,inf,0.024951063096523285,8,0
102,10.2,7.710751587066177,2.0115851340971767,-0.0011754140352266715,0.003413782840936821,0.0,0.0,0.0036104724675979066,0.709747464623576,inf,0.02699112519621849,8,0
103,10.3,7.710664136261956,2.0118391195405425,-0.0007287567018405363,0.002116545361380829,0.0,0.0,0.002238492929910702,0.709900200150641,inf,0.023551052436232567,8,0
104,10.4,7.710609916763339,2.0119965905154293,-0.0004518291551411325,0.0013122581240561139,0.0,0.0,0.0013878656165446353,0.7099949307149584,inf,0.02374011091887951,8,0
105,10.5,7.710576300674196,2.0120942225198593,-0.0002801340761875022,0.0008136000369147906,0.0,0.0,0.000860476682257674,0.7100536769353386,inf,0.025450950488448143,8,0
106,10.6,7.710555458698928,2.012154754362606,-0.00017368312723625134,0.0005044320228871702,0.0,0.0,0.0005334955429997578,0.7100901046917917,inf,0.027630943804979324,8,0
107,10.7,7.710542536674262,2.0121922841051085,-0.00010768353888647583,0.0003127478541900455,0.0,0.0,0.00033076723665984985,0.710112691860837,inf,0.026550842449069023,8,0
108,10.8,7.710534525018969,2.0122155525454604,-6.676379410961502e-05,0.0001939036695978282,0.0,0.0,0.00020507568672910691,0.710126696659009,inf,0.024931039661169052,8,0
109,10.9,7.710529557792687,2.0122299789784783,-4.139355234796131e-05,0.0001202202751506535,0.0,0.0,0.00012714692577204628,0.7101353799234499,inf,0.024790875613689423,8,0
110,11.0,7.710526478112392,2.0122389233669495,-2.566400245573601e-05,7.453657059340516e-05,0.0,0.0,7.883109397866868e-05,0.7101407636587114,inf,0.026561086997389793,8,0
111,11.1,7.71052456871061,2.012244468887802,-1.5911681522556326e-05,4.62126737679112e-05,0.0,0.0,4.887527826677459e-05,0.7101441016173595,inf,0.04438101314008236,8,0
112,11.2,7.710523384881505,2.01224790711073,-9.865242543984923e-06,2.865185773610494e-05,0.0,0.0,3.0302672525400243e-05,0.7101461711681679,inf,0.028870999813079834,8,0
113,11.3,7.71052265090746,2.0122500388089457,-6.116450377270652e-06,1.7764151796385064e-05,0.0,0.0,1.878765696574815e-05,0.7101474542959912,inf,0.024790875613689423,8,0
114,11.4,7.710522195843551,2.0122513604618395,-3.792199233907804e-06,1.1013774113758739e-05,0.0,0.0,1.1648347318763853e-05,0.7101482498376718,inf,0.02599111758172512,8,0
115,11.5,7.7105219137039285,2.0122521798866337,-2.3511635250228387e-06,6.828539950530418e-06,0.0,0.0,7.2219753376335885e-06,0.7101487430744481,inf,0.026111025363206863,8,0
116,11.6,7.710521738777362,2.012252687930006,-1.45772138551416e-06,4.2336947693288595e-06,0.0,0.0,4.477624709332825e-06,0.7101490488816081,inf,0.02370099537074566,8,0
117,11.7,7.710521630322891,2.012253002916897,-9.037872590187792e-07,2.6248907569838927e-06,0.0,0.0,2.776127319786351e-06,0.7101492384821854,inf,0.02191099338233471,8,0
118,11.8,7.710521563081119,2.0122531982087692,-5.603481005916431e-07,1.6274322693300135e-06,0.0,0.0,1.721198938267538e-06,0.7101493560345965,inf,0.02640089951455593,8,0
119,11.9,7.71052152139122,2.01225331928973,-3.4741582236681874e-07,1.0090080069846083e-06,0.0,0.0,1.0671433417258735e-06,0.7101494289171117,inf,0.02544117160141468,8,0
