sequence,case_id,planner,time_s,speed_mps,speed_bin,metric_frame,uav_profile,uav_profile_label,recorded_clearance_at_t_m,sensor_hz,sensor_period_ms,sensor_pipeline_ms,raw_costmap_update_ms,costmap_update_ms,raw_planner_compute_ms,planner_compute_ms,control_publish_ms,costmap_scale,planner_scale,total_delay_ms,delay_distance_m,goal_lookahead_s,min_clearance_m,collision,safety_violation,status,planner_failed,failure_reason,occupied_costmap_cells,costmap_width,costmap_height,costmap_layers
4,2,rrt,9.25,0.5376,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6695,10.0,100.0,20.0,0.273,3.409,0.374,5.748,15.0,1.5,2.0,144.157,0.0788,1.5,0.5721,0,0,safe,0,,4680,38,33,45
4,3,rrt,9.6125,0.6163,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6257,10.0,100.0,20.0,0.265,3.397,0.413,5.825,15.0,1.5,2.0,144.222,0.0883,1.5,0.5771,0,0,safe,0,,4650,41,32,45
4,4,rrt,9.9625,0.7273,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5663,10.0,100.0,20.0,0.276,3.413,0.427,5.853,15.0,1.5,2.0,144.266,0.1202,1.5,0.538,0,0,safe,0,,4530,44,32,45
4,5,rrt,10.325,0.8993,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5201,10.0,100.0,20.0,0.341,3.511,0.293,5.586,15.0,1.5,2.0,144.097,0.1349,1.5,0.5201,0,0,safe,0,,4620,46,33,45
4,6,rrt,10.6875,1.0654,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.587,10.0,100.0,20.0,0.366,3.548,0.284,5.569,15.0,1.5,2.0,144.117,0.162,1.5,0.587,0,0,safe,0,,4650,51,33,45
4,7,rrt,11.0375,1.2507,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7916,10.0,100.0,20.0,0.359,3.538,0.291,5.583,15.0,1.5,2.0,144.121,0.1841,1.5,0.7916,0,0,safe,0,,4410,53,32,45
4,0,rrt_star,8.525,0.6085,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8489,10.0,100.0,20.0,0.25,3.375,0.282,5.565,15.0,1.5,2.0,143.94,0.0783,1.5,0.5052,0,0,safe,0,,4380,36,33,45
4,1,rrt_star,8.8875,0.5688,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7241,10.0,100.0,20.0,0.283,3.425,120.435,245.869,15.0,1.5,2.0,384.294,0.2125,1.5,0.5067,0,0,safe,0,,4590,38,33,45
4,2,rrt_star,9.25,0.5376,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6695,10.0,100.0,20.0,0.335,3.503,115.735,236.47,15.0,1.5,2.0,374.973,0.2075,1.5,0.5004,0,0,safe,0,,4620,41,32,45
4,3,rrt_star,9.6125,0.6163,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6257,10.0,100.0,20.0,0.375,3.562,127.819,260.639,15.0,1.5,2.0,399.201,0.2598,1.5,0.5006,0,0,safe,0,,4650,44,32,45
4,4,rrt_star,9.9625,0.7273,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5663,10.0,100.0,20.0,0.356,3.534,0.292,5.584,15.0,1.5,2.0,144.118,0.1201,1.5,0.5189,0,0,safe,0,,4680,48,33,45
4,5,rrt_star,10.325,0.8993,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5201,10.0,100.0,20.0,0.308,3.462,0.286,5.572,15.0,1.5,2.0,144.034,0.1348,1.5,0.5201,0,0,safe,0,,4620,46,33,45
4,6,rrt_star,10.6875,1.0654,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.587,10.0,100.0,20.0,0.352,3.527,0.286,5.572,15.0,1.5,2.0,144.099,0.1619,1.5,0.587,0,0,safe,0,,4650,51,33,45
4,7,rrt_star,11.0375,1.2507,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7916,10.0,100.0,20.0,0.367,3.55,0.282,5.564,15.0,1.5,2.0,144.114,0.1841,1.5,0.7916,0,0,safe,0,,4410,53,32,45
4,0,mppi,8.525,0.6085,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8489,10.0,100.0,20.0,0.216,3.324,11.3,27.599,15.0,1.5,2.0,165.923,0.0988,1.5,0.5005,0,0,safe,0,,4380,36,33,45
4,1,mppi,8.8875,0.5688,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7241,10.0,100.0,20.0,0.212,3.317,11.575,28.15,15.0,1.5,2.0,166.468,0.0906,1.5,0.5465,0,0,safe,0,,4620,36,33,45
4,2,mppi,9.25,0.5376,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6695,10.0,100.0,20.0,0.224,3.335,11.565,28.13,15.0,1.5,2.0,166.465,0.0812,1.5,0.6288,0,0,safe,0,,4650,38,33,45
4,3,mppi,9.6125,0.6163,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6257,10.0,100.0,20.0,0.213,3.319,11.656,28.311,15.0,1.5,2.0,166.63,0.103,1.5,0.5971,0,0,safe,0,,4680,41,32,45
4,4,mppi,9.9625,0.7273,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5663,10.0,100.0,20.0,0.261,3.392,11.566,28.132,15.0,1.5,2.0,166.524,0.1387,1.5,0.5346,0,0,safe,0,,4470,44,33,45
4,5,mppi,10.325,0.8993,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5201,10.0,100.0,20.0,0.272,3.407,11.253,27.505,15.0,1.5,2.0,165.913,0.1554,1.5,0.5201,0,0,safe,0,,4620,46,33,45
4,6,mppi,10.6875,1.0654,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.587,10.0,100.0,20.0,0.309,3.464,11.338,27.675,15.0,1.5,2.0,166.139,0.1877,1.5,0.587,0,0,safe,0,,4680,51,33,45
4,7,mppi,11.0375,1.2507,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7916,10.0,100.0,20.0,0.361,3.542,11.309,27.618,15.0,1.5,2.0,166.159,0.213,1.5,0.7916,0,0,safe,0,,4530,54,32,45
5,0,rrt,7.325,0.8119,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0169,10.0,100.0,20.0,0.277,3.415,45.498,95.996,15.0,1.5,2.0,234.411,0.1909,1.5,0.3827,1,1,collision,1,RRT failed to find a path,4620,37,31,45
5,1,rrt,7.675,0.7136,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.813,10.0,100.0,20.0,0.355,3.532,0.606,6.212,15.0,1.5,2.0,144.744,0.0943,1.5,0.5058,0,0,safe,0,,4500,39,32,45
5,2,rrt,8.0375,0.3937,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.689,10.0,100.0,20.0,0.27,3.405,0.4,5.799,15.0,1.5,2.0,144.204,0.0531,1.5,0.5139,0,0,safe,0,,4620,40,32,45
5,3,rrt,8.4,0.5402,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.614,10.0,100.0,20.0,0.285,3.427,0.437,5.873,15.0,1.5,2.0,144.3,0.0849,1.5,0.5658,0,0,safe,0,,4500,44,32,45
5,4,rrt,8.75,0.8709,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4794,10.0,100.0,20.0,0.262,3.393,14.56,34.121,15.0,1.5,2.0,172.513,0.1662,1.5,0.4047,1,1,collision,1,RRT failed to find a path,4500,43,32,45
5,5,rrt,9.1,1.1567,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.3859,10.0,100.0,20.0,0.268,3.402,15.773,36.546,15.0,1.5,2.0,174.948,0.2126,1.5,0.3859,1,1,collision,1,RRT failed to find a path,4560,41,32,45
5,6,rrt,9.4625,1.3576,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5603,10.0,100.0,20.0,0.274,3.411,0.285,5.57,15.0,1.5,2.0,143.981,0.1988,1.5,0.5603,0,0,safe,0,,4500,41,33,45
5,7,rrt,9.8125,1.3291,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9573,10.0,100.0,20.0,0.277,3.415,0.284,5.569,15.0,1.5,2.0,143.984,0.18,1.5,0.9573,0,0,safe,0,,4500,41,33,45
5,0,rrt_star,7.325,0.8119,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0169,10.0,100.0,20.0,0.361,3.541,76.774,158.548,15.0,1.5,2.0,297.089,0.2407,1.5,0.3739,1,1,collision,1,RRT* failed to find a path,4560,38,31,45
5,1,rrt_star,7.675,0.7136,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.813,10.0,100.0,20.0,0.585,3.878,123.692,252.384,15.0,1.5,2.0,391.262,0.2044,1.5,0.5076,0,0,safe,0,,4500,40,32,45
5,2,rrt_star,8.0375,0.3937,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.689,10.0,100.0,20.0,0.382,3.573,120.068,245.136,15.0,1.5,2.0,383.709,0.1534,1.5,0.5012,0,0,safe,0,,4560,44,32,45
5,3,rrt_star,8.4,0.5402,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.614,10.0,100.0,20.0,0.334,3.502,11.24,27.479,15.0,1.5,2.0,165.981,0.1,1.5,0.4152,1,1,collision,1,RRT* failed to find a path,4500,45,32,45
5,4,rrt_star,8.75,0.8709,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4794,10.0,100.0,20.0,0.29,3.435,11.186,27.372,15.0,1.5,2.0,165.807,0.1577,1.5,0.4056,1,1,collision,1,RRT* failed to find a path,4500,43,32,45
5,5,rrt_star,9.1,1.1567,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.3859,10.0,100.0,20.0,0.272,3.408,12.142,29.284,15.0,1.5,2.0,167.692,0.2037,1.5,0.3859,1,1,collision,1,RRT* failed to find a path,4560,41,32,45
5,6,rrt_star,9.4625,1.3576,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5603,10.0,100.0,20.0,0.27,3.405,0.286,5.573,15.0,1.5,2.0,143.977,0.1988,1.5,0.5603,0,0,safe,0,,4500,41,33,45
5,7,rrt_star,9.8125,1.3291,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9573,10.0,100.0,20.0,0.273,3.409,0.286,5.572,15.0,1.5,2.0,143.981,0.18,1.5,0.9573,0,0,safe,0,,4500,41,33,45
5,0,mppi,7.325,0.8119,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0169,10.0,100.0,20.0,0.205,3.308,11.426,27.852,15.0,1.5,2.0,166.16,0.1368,1.5,0.3965,0,1,violation,0,,4410,37,31,45
5,1,mppi,7.675,0.7136,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.813,10.0,100.0,20.0,0.212,3.318,11.874,28.748,15.0,1.5,2.0,167.066,0.1067,1.5,0.4678,0,1,violation,0,,4380,38,31,45
5,2,mppi,8.0375,0.3937,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.689,10.0,100.0,20.0,0.219,3.329,11.597,28.195,15.0,1.5,2.0,166.523,0.0613,1.5,0.6201,0,0,safe,0,,4560,41,32,45
5,3,mppi,8.4,0.5402,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.614,10.0,100.0,20.0,0.247,3.37,11.638,28.275,15.0,1.5,2.0,166.645,0.1005,1.5,0.5562,0,0,safe,0,,4620,44,32,45
5,4,mppi,8.75,0.8709,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4794,10.0,100.0,20.0,0.24,3.36,11.862,28.724,15.0,1.5,2.0,167.084,0.1594,1.5,0.4148,0,1,violation,0,,4500,43,32,45
5,5,mppi,9.1,1.1567,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.3859,10.0,100.0,20.0,0.216,3.325,11.456,27.913,15.0,1.5,2.0,166.237,0.2019,1.5,0.3859,0,1,violation,0,,4560,41,32,45
5,6,mppi,9.4625,1.3576,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5603,10.0,100.0,20.0,0.229,3.343,11.319,27.639,15.0,1.5,2.0,165.982,0.2075,1.5,0.5603,0,0,safe,0,,4500,41,33,45
5,7,mppi,9.8125,1.3291,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9573,10.0,100.0,20.0,0.232,3.348,11.332,27.663,15.0,1.5,2.0,166.012,0.2044,1.5,0.9573,0,0,safe,0,,4500,41,33,45
6,0,rrt,6.5875,0.7768,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.7446,10.0,100.0,20.0,0.296,3.445,47.915,100.829,15.0,1.5,2.0,239.274,0.1953,1.5,0.3634,1,1,collision,1,RRT failed to find a path,4410,44,32,45
6,1,rrt,6.95,0.886,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.4742,10.0,100.0,20.0,0.428,3.642,47.426,99.852,15.0,1.5,2.0,238.494,0.218,1.5,0.3672,1,1,collision,1,RRT failed to find a path,4620,45,32,45
6,2,rrt,7.3,0.9714,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.2007,10.0,100.0,20.0,0.305,3.457,0.626,6.252,15.0,1.5,2.0,144.709,0.1638,1.5,0.5548,0,0,safe,0,,4620,45,32,45
6,3,rrt,7.6625,0.9658,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8672,10.0,100.0,20.0,0.282,3.423,0.521,6.041,15.0,1.5,2.0,144.464,0.1387,1.5,0.6136,0,0,safe,0,,4500,45,32,45
6,4,rrt,8.025,1.2298,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.535,10.0,100.0,20.0,0.32,3.48,14.15,33.301,15.0,1.5,2.0,171.781,0.22,1.5,0.394,1,1,collision,1,RRT failed to find a path,4620,43,33,45
6,5,rrt,8.3875,1.3299,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.3578,10.0,100.0,20.0,0.275,3.412,15.45,35.899,15.0,1.5,2.0,174.312,0.2306,1.5,0.3578,1,1,collision,1,RRT failed to find a path,4380,40,34,45
6,6,rrt,8.7375,1.2545,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.534,10.0,100.0,20.0,0.277,3.416,0.288,5.575,15.0,1.5,2.0,143.991,0.1761,1.5,0.534,0,0,safe,0,,4560,39,35,45
6,7,rrt,9.1,1.0463,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8789,10.0,100.0,20.0,0.269,3.404,0.286,5.572,15.0,1.5,2.0,143.975,0.1434,1.5,0.8789,0,0,safe,0,,4500,39,35,45
6,0,rrt_star,6.5875,0.7768,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.7446,10.0,100.0,20.0,0.329,3.494,72.106,149.213,15.0,1.5,2.0,287.707,0.2368,1.5,0.3592,1,1,collision,1,RRT* failed to find a path,4560,44,32,45
6,1,rrt_star,6.95,0.886,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.4742,10.0,100.0,20.0,0.343,3.515,107.164,219.327,15.0,1.5,2.0,357.842,0.3092,1.5,0.5088,0,0,safe,0,,4500,46,32,45
6,2,rrt_star,7.3,0.9714,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.2007,10.0,100.0,20.0,0.428,3.642,124.046,253.092,15.0,1.5,2.0,391.734,0.4048,1.5,0.5738,0,0,safe,0,,4500,48,32,45
6,3,rrt_star,7.6625,0.9658,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8672,10.0,100.0,20.0,0.459,3.688,120.356,245.713,15.0,1.5,2.0,384.401,0.4643,1.5,0.5163,0,0,safe,0,,4500,47,32,45
6,4,rrt_star,8.025,1.2298,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.535,10.0,100.0,20.0,0.341,3.512,11.954,28.908,15.0,1.5,2.0,167.42,0.2147,1.5,0.3952,1,1,collision,1,RRT* failed to find a path,4620,43,33,45
6,5,rrt_star,8.3875,1.3299,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.3578,10.0,100.0,20.0,0.37,3.554,12.283,29.565,15.0,1.5,2.0,168.12,0.2226,1.5,0.3578,1,1,collision,1,RRT* failed to find a path,4380,40,34,45
6,6,rrt_star,8.7375,1.2545,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.534,10.0,100.0,20.0,0.299,3.448,0.29,5.579,15.0,1.5,2.0,144.027,0.1761,1.5,0.534,0,0,safe,0,,4560,39,35,45
6,7,rrt_star,9.1,1.0463,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8789,10.0,100.0,20.0,0.336,3.505,0.284,5.569,15.0,1.5,2.0,144.074,0.1435,1.5,0.8789,0,0,safe,0,,4500,39,35,45
6,0,mppi,6.5875,0.7768,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.7446,10.0,100.0,20.0,0.285,3.427,13.115,31.23,15.0,1.5,2.0,169.657,0.1345,1.5,0.3863,0,1,violation,0,,4410,44,32,45
6,1,mppi,6.95,0.886,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.4742,10.0,100.0,20.0,0.309,3.463,12.983,30.967,15.0,1.5,2.0,169.43,0.1332,1.5,0.4427,0,1,violation,0,,4620,44,32,45
6,2,mppi,7.3,0.9714,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.2007,10.0,100.0,20.0,0.302,3.453,28.676,62.352,15.0,1.5,2.0,200.805,0.2159,1.5,0.6554,0,0,safe,0,,4500,46,32,45
6,3,mppi,7.6625,0.9658,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8672,10.0,100.0,20.0,0.344,3.515,13.379,31.758,15.0,1.5,2.0,170.273,0.1625,1.5,0.6602,0,0,safe,0,,4560,45,32,45
6,4,mppi,8.025,1.2298,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.535,10.0,100.0,20.0,0.335,3.502,13.215,31.43,15.0,1.5,2.0,169.932,0.2177,1.5,0.4162,0,1,violation,0,,4620,43,33,45
6,5,mppi,8.3875,1.3299,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.3578,10.0,100.0,20.0,0.249,3.373,13.171,31.342,15.0,1.5,2.0,169.715,0.2247,1.5,0.3578,0,1,violation,0,,4380,40,34,45
6,6,mppi,8.7375,1.2545,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.534,10.0,100.0,20.0,0.292,3.438,11.212,27.424,15.0,1.5,2.0,165.862,0.2011,1.5,0.534,0,0,safe,0,,4620,39,35,45
6,7,mppi,9.1,1.0463,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8789,10.0,100.0,20.0,0.233,3.35,11.131,27.263,15.0,1.5,2.0,165.613,0.1631,1.5,0.8789,0,0,safe,0,,4440,39,35,45
7,0,rrt,2.95,0.7746,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.4864,10.0,100.0,20.0,0.549,3.823,0.292,5.585,15.0,1.5,2.0,144.408,0.1181,1.5,1.7017,0,0,safe,0,,4410,60,39,45
7,1,rrt,3.3,0.936,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.2167,10.0,100.0,20.0,0.484,3.727,0.292,5.583,15.0,1.5,2.0,144.31,0.1403,1.5,1.3765,0,0,safe,0,,4410,57,39,45
7,2,rrt,3.65,1.2267,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.8798,10.0,100.0,20.0,0.454,3.681,0.295,5.591,15.0,1.5,2.0,144.272,0.1784,1.5,1.3765,0,0,safe,0,,4410,53,39,45
7,3,rrt,4.0125,1.4548,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4503,10.0,100.0,20.0,0.393,3.589,0.289,5.579,15.0,1.5,2.0,144.168,0.2176,1.5,1.1032,0,0,safe,0,,4560,54,39,45
7,4,rrt,4.375,1.719,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9667,10.0,100.0,20.0,0.437,3.655,0.29,5.579,15.0,1.5,2.0,144.235,0.2559,1.5,1.1014,0,0,safe,0,,4500,51,39,45
