sequence,obstacles,min_center_distance_m,min_boundary_clearance_m,closest_time_s,closest_index,closest_obstacle_index,collision,safety_violation,safety_distance_m,path_length_m,duration_s,mean_speed_mps,avoidance_label,computation_time_ms,method,planner_compute_time_ms,waypoint_count,smoothness_heading_change,safe_count,warning_count,danger_count,collision_count,future_risk_count,danger_or_collision_rate,future_risk_rate,budget_label
3,1,0.8307,0.6307,6.1375,491,0,0,0,0.5,6.8643,8.925,0.7691,left,0.0416,rrt,12.5796,3,2.5e-05,599,116,0,0,0,0.0,0.0,iter=300
3,1,0.7195,0.5195,6.075,486,0,0,0,0.5,6.8487,8.925,0.7674,left,0.034,rrt,1.2914,3,4.2e-05,570,145,0,0,0,0.0,0.0,iter=600
3,1,0.75,0.55,6.1,488,0,0,0,0.5,6.8864,8.925,0.7716,left,0.0321,rrt,1.2577,3,0.000246,578,137,0,0,0,0.0,0.0,iter=900
3,1,0.715,0.515,6.075,486,0,0,0,0.5,6.8434,8.925,0.7668,left,0.0319,rrt_star,26.3473,3,2.7e-05,569,146,0,0,0,0.0,0.0,iter=300
3,1,0.7195,0.5195,6.075,486,0,0,0,0.5,6.8435,8.925,0.7668,left,0.0371,rrt_star,86.133,3,1.1e-05,570,145,0,0,0,0.0,0.0,iter=600
3,1,0.7068,0.5068,6.0625,485,0,0,0,0.5,6.8416,8.925,0.7666,left,0.039,rrt_star,177.0697,3,1.7e-05,567,148,0,0,0,0.0,0.0,iter=900
3,1,0.9429,0.7429,6.15,492,0,0,0,0.5,6.8607,8.925,0.7687,left,0.0314,mppi,2.6383,50,2.1e-05,631,84,0,0,0,0.0,0.0,"rollouts=96,iter=3"
3,1,0.9429,0.7429,6.15,492,0,0,0,0.5,6.8607,8.925,0.7687,left,0.03,mppi,3.9396,50,2.1e-05,631,84,0,0,0,0.0,0.0,"rollouts=192,iter=5"
3,1,0.9429,0.7429,6.15,492,0,0,0,0.5,6.8607,8.925,0.7687,left,0.0348,mppi,10.5796,50,2.1e-05,631,84,0,0,0,0.0,0.0,"rollouts=384,iter=8"
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0447,rrt,1.9743,2,0.0,1070,85,0,0,0,0.0,0.0,iter=300
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0376,rrt,1.922,2,0.0,1070,85,0,0,0,0.0,0.0,iter=600
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.037,rrt,1.8877,2,0.0,1070,85,0,0,0,0.0,0.0,iter=900
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0361,rrt_star,1.9297,2,0.0,1070,85,0,0,0,0.0,0.0,iter=300
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0358,rrt_star,1.909,2,0.0,1070,85,0,0,0,0.0,0.0,iter=600
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0477,rrt_star,1.8932,2,0.0,1070,85,0,0,0,0.0,0.0,iter=900
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0386,mppi,3.1523,50,0.0,1070,85,0,0,0,0.0,0.0,"rollouts=96,iter=3"
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0373,mppi,4.4838,50,0.0,1070,85,0,0,0,0.0,0.0,"rollouts=192,iter=5"
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.0415,mppi,8.8849,50,0.0,1070,85,0,0,0,0.0,0.0,"rollouts=384,iter=8"
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0354,rrt,1.5867,2,0.0,965,0,0,0,0,0.0,0.0,iter=300
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0359,rrt,1.6346,2,0.0,965,0,0,0,0,0.0,0.0,iter=600
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0333,rrt,1.5858,2,0.0,965,0,0,0,0,0.0,0.0,iter=900
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0331,rrt_star,1.5846,2,0.0,965,0,0,0,0,0.0,0.0,iter=300
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0325,rrt_star,1.6042,2,0.0,965,0,0,0,0,0.0,0.0,iter=600
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.032,rrt_star,1.5813,2,0.0,965,0,0,0,0,0.0,0.0,iter=900
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0341,mppi,2.9767,50,0.0,965,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0338,mppi,4.1872,50,0.0,965,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0344,mppi,8.5551,50,0.0,965,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0332,rrt,1.3101,2,0.0,787,0,0,0,0,0.0,0.0,iter=300
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0311,rrt,1.2935,2,0.0,787,0,0,0,0,0.0,0.0,iter=600
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0296,rrt,1.3101,2,0.0,787,0,0,0,0,0.0,0.0,iter=900
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0295,rrt_star,1.2923,2,0.0,787,0,0,0,0,0.0,0.0,iter=300
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0479,rrt_star,1.4125,2,0.0,787,0,0,0,0,0.0,0.0,iter=600
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0343,rrt_star,1.3075,2,0.0,787,0,0,0,0,0.0,0.0,iter=900
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0315,mppi,2.4895,50,0.0,787,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0315,mppi,3.8797,50,0.0,787,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0353,mppi,8.6151,50,0.0,787,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
4,1,0.8274,0.6274,9.775,782,0,0,0,0.5,7.4127,14.8125,0.5004,left,0.0405,rrt,2.4224,3,8.1e-05,1007,179,0,0,0,0.0,0.0,iter=300
4,1,0.7263,0.5263,9.7125,777,0,0,0,0.5,7.4205,14.8125,0.501,left,0.0604,rrt,2.5845,3,0.0001,966,220,0,0,0,0.0,0.0,iter=600
4,1,0.7523,0.5523,9.75,780,0,0,0,0.5,7.4406,14.8125,0.5023,left,0.038,rrt,2.6938,3,0.000169,976,210,0,0,0,0.0,0.0,iter=900
4,1,0.7256,0.5256,9.7125,777,0,0,0,0.5,7.4089,14.8125,0.5002,left,0.0474,rrt_star,28.0041,6,0.000177,966,220,0,0,0,0.0,0.0,iter=300
4,1,0.7544,0.5544,9.675,774,0,0,0,0.5,7.3411,14.8125,0.4956,left,0.0665,rrt_star,103.5603,9,0.000101,974,212,0,0,0,0.0,0.0,iter=600
4,1,0.7173,0.5173,9.625,770,0,0,0,0.5,7.2945,14.8125,0.4925,left,0.051,rrt_star,145.5769,10,3e-05,950,236,0,0,0,0.0,0.0,iter=900
4,1,0.9307,0.7307,9.8,784,0,0,0,0.5,7.3417,14.8125,0.4956,left,0.0423,mppi,3.986,50,4.3e-05,1026,160,0,0,0,0.0,0.0,"rollouts=96,iter=3"
4,1,0.9307,0.7307,9.8,784,0,0,0,0.5,7.3417,14.8125,0.4956,left,0.0517,mppi,5.3711,50,4.3e-05,1026,160,0,0,0,0.0,0.0,"rollouts=192,iter=5"
4,1,0.9307,0.7307,9.8,784,0,0,0,0.5,7.3417,14.8125,0.4956,left,0.0462,mppi,9.8438,50,4.3e-05,1026,160,0,0,0,0.0,0.0,"rollouts=384,iter=8"
5,1,0.7402,0.5402,9.0625,725,0,0,0,0.5,6.7127,11.975,0.5606,right,0.0366,rrt,2.1233,3,0.003402,768,191,0,0,0,0.0,0.0,iter=300
5,1,0.78,0.58,8.65,692,0,0,0,0.5,5.8163,11.975,0.4857,right,0.0342,rrt,2.1354,3,6.4e-05,753,206,0,0,0,0.0,0.0,iter=600
5,1,0.7593,0.5593,8.9375,715,0,0,0,0.5,6.406,11.975,0.5349,right,0.034,rrt,1.9196,3,0.001451,764,195,0,0,0,0.0,0.0,iter=900
5,1,0.706,0.506,8.375,670,0,0,0,0.5,5.7915,11.975,0.4836,right,0.0451,rrt_star,23.6222,11,0.000141,710,249,0,0,0,0.0,0.0,iter=300
5,1,0.7526,0.5526,8.25,660,0,0,0,0.5,5.8004,11.975,0.4844,right,0.0491,rrt_star,86.4291,9,9.2e-05,696,263,0,0,0,0.0,0.0,iter=600
5,1,0.7143,0.5143,8.5875,687,0,0,0,0.5,5.803,11.975,0.4846,right,0.0428,rrt_star,165.2546,8,0.00011,728,231,0,0,0,0.0,0.0,iter=900
5,1,0.9229,0.7229,8.8125,705,0,0,0,0.5,5.8229,11.975,0.4863,right,0.0355,mppi,3.0958,50,6.5e-05,789,170,0,0,0,0.0,0.0,"rollouts=96,iter=3"
5,1,0.9229,0.7229,8.8125,705,0,0,0,0.5,5.8229,11.975,0.4863,right,0.038,mppi,4.7441,50,6.5e-05,789,170,0,0,0,0.0,0.0,"rollouts=192,iter=5"
5,1,0.9229,0.7229,8.8125,705,0,0,0,0.5,5.8229,11.975,0.4863,right,0.0357,mppi,8.7908,50,6.5e-05,789,170,0,0,0,0.0,0.0,"rollouts=384,iter=8"
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0355,rrt,1.538,2,0.0,929,0,0,0,0,0.0,0.0,iter=300
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0328,rrt,1.5296,2,0.0,929,0,0,0,0,0.0,0.0,iter=600
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0319,rrt,1.5029,2,0.0,929,0,0,0,0,0.0,0.0,iter=900
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0326,rrt_star,1.5362,2,0.0,929,0,0,0,0,0.0,0.0,iter=300
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0317,rrt_star,1.516,2,0.0,929,0,0,0,0,0.0,0.0,iter=600
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0389,rrt_star,1.5451,2,0.0,929,0,0,0,0,0.0,0.0,iter=900
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0344,mppi,2.7294,50,0.0,929,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0334,mppi,4.1607,50,0.0,929,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0332,mppi,8.7018,50,0.0,929,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.028,rrt,1.01,2,0.0,609,0,0,0,0,0.0,0.0,iter=300
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.027,rrt,1.0164,2,0.0,609,0,0,0,0,0.0,0.0,iter=600
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0261,rrt,1.0076,2,0.0,609,0,0,0,0,0.0,0.0,iter=900
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0259,rrt_star,1.0098,2,0.0,609,0,0,0,0,0.0,0.0,iter=300
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.033,rrt_star,1.0464,2,0.0,609,0,0,0,0,0.0,0.0,iter=600
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0283,rrt_star,1.0171,2,0.0,609,0,0,0,0,0.0,0.0,iter=900
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0276,mppi,2.2185,50,0.0,609,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0272,mppi,3.7227,50,0.0,609,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0275,mppi,8.0836,50,0.0,609,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0325,rrt,1.4168,2,0.0,860,0,0,0,0,0.0,0.0,iter=300
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0337,rrt,1.414,2,0.0,860,0,0,0,0,0.0,0.0,iter=600
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0303,rrt,1.3998,2,0.0,860,0,0,0,0,0.0,0.0,iter=900
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.032,rrt_star,1.4809,2,0.0,860,0,0,0,0,0.0,0.0,iter=300
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0296,rrt_star,1.4038,2,0.0,860,0,0,0,0,0.0,0.0,iter=600
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0297,rrt_star,1.4072,2,0.0,860,0,0,0,0,0.0,0.0,iter=900
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0306,mppi,2.5611,50,0.0,860,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0305,mppi,3.98,50,0.0,860,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.034,mppi,8.2282,50,0.0,860,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
9,1,0.8458,0.6458,7.4,592,0,0,0,0.5,5.9339,9.8375,0.6032,left,0.0318,rrt,2.0033,3,0.000109,603,185,0,0,0,0.0,0.0,iter=300
9,1,0.7685,0.5685,7.8625,629,0,0,0,0.5,5.9073,9.8375,0.6005,left,0.0365,rrt,2.0628,3,8.4e-05,591,197,0,0,0,0.0,0.0,iter=600
9,1,0.7132,0.5132,7.825,626,0,0,0,0.5,5.9719,9.8375,0.6071,left,0.0308,rrt,1.8911,3,0.000179,603,185,0,0,0,0.0,0.0,iter=900
9,1,0.7174,0.5174,7.7375,619,0,0,0,0.5,5.9372,9.8375,0.6035,left,0.0326,rrt_star,24.2044,10,0.00022,577,211,0,0,0,0.0,0.0,iter=300
9,1,0.7344,0.5344,7.8375,627,0,0,0,0.5,5.9272,9.8375,0.6025,left,0.0347,rrt_star,88.4169,10,0.000337,593,195,0,0,0,0.0,0.0,iter=600
9,1,0.7188,0.5188,7.7125,617,0,0,0,0.5,5.9029,9.8375,0.6,left,0.0563,rrt_star,177.9957,11,0.000135,582,206,0,0,0,0.0,0.0,iter=900
9,1,0.8924,0.6924,8.025,642,0,0,0,0.5,5.9609,9.8375,0.6059,left,0.0381,mppi,2.8986,50,7.9e-05,629,159,0,0,0,0.0,0.0,"rollouts=96,iter=3"
9,1,0.8924,0.6924,8.025,642,0,0,0,0.5,5.9609,9.8375,0.6059,left,0.0418,mppi,4.8823,50,7.9e-05,629,159,0,0,0,0.0,0.0,"rollouts=192,iter=5"
9,1,0.8924,0.6924,8.025,642,0,0,0,0.5,5.9609,9.8375,0.6059,left,0.0328,mppi,9.2556,50,7.9e-05,629,159,0,0,0,0.0,0.0,"rollouts=384,iter=8"
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0496,rrt,1.95,2,0.0,1179,0,0,0,0,0.0,0.0,iter=300
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0391,rrt,1.9441,2,0.0,1179,0,0,0,0,0.0,0.0,iter=600
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0488,rrt,2.035,2,0.0,1179,0,0,0,0,0.0,0.0,iter=900
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0401,rrt_star,1.9595,2,0.0,1179,0,0,0,0,0.0,0.0,iter=300
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0372,rrt_star,1.9356,2,0.0,1179,0,0,0,0,0.0,0.0,iter=600
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0367,rrt_star,1.9309,2,0.0,1179,0,0,0,0,0.0,0.0,iter=900
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0447,mppi,3.2348,50,0.0,1179,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0379,mppi,4.6442,50,0.0,1179,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0379,mppi,8.9801,50,0.0,1179,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
12,1,0.7049,0.5049,6.7625,541,0,0,0,0.5,5.707,8.4375,0.6764,right,0.0354,rrt,1.3965,3,1.2e-05,508,168,0,0,0,0.0,0.0,iter=300
12,1,0.7516,0.5516,6.825,546,0,0,0,0.5,5.7651,8.4375,0.6833,right,0.0293,rrt,1.4214,3,0.000116,522,154,0,0,0,0.0,0.0,iter=600
12,1,0.7421,0.5421,6.9,552,0,0,0,0.5,6.0677,8.4375,0.7191,right,0.0281,rrt,1.492,3,0.003689,527,149,0,0,0,0.0,0.0,iter=900
12,1,0.7368,0.5368,6.8,544,0,0,0,0.5,5.7256,8.4375,0.6786,right,0.0311,rrt_star,27.9225,6,8.6e-05,516,160,0,0,0,0.0,0.0,iter=300
12,1,0.7021,0.5021,6.7625,541,0,0,0,0.5,5.7068,8.4375,0.6764,right,0.032,rrt_star,84.9442,7,2.1e-05,508,168,0,0,0,0.0,0.0,iter=600
12,1,0.7052,0.5052,6.7625,541,0,0,0,0.5,5.7058,8.4375,0.6762,right,0.0581,rrt_star,262.1622,8,2.6e-05,508,168,0,0,0,0.0,0.0,iter=900
12,1,0.9235,0.7235,7.025,562,0,0,0,0.5,5.7427,8.4375,0.6806,right,0.0404,mppi,2.8598,50,7.2e-05,561,115,0,0,0,0.0,0.0,"rollouts=96,iter=3"
12,1,0.9235,0.7235,7.025,562,0,0,0,0.5,5.7427,8.4375,0.6806,right,0.0822,mppi,5.3067,50,7.2e-05,561,115,0,0,0,0.0,0.0,"rollouts=192,iter=5"
12,1,0.9235,0.7235,7.025,562,0,0,0,0.5,5.7427,8.4375,0.6806,right,0.0388,mppi,9.1631,50,7.2e-05,561,115,0,0,0,0.0,0.0,"rollouts=384,iter=8"
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0407,rrt,1.4681,2,0.0,858,0,0,0,0,0.0,0.0,iter=300
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0329,rrt,1.429,2,0.0,858,0,0,0,0,0.0,0.0,iter=600
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0318,rrt,1.4485,2,0.0,858,0,0,0,0,0.0,0.0,iter=900
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0309,rrt_star,1.479,2,0.0,858,0,0,0,0,0.0,0.0,iter=300
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0412,rrt_star,1.4758,2,0.0,858,0,0,0,0,0.0,0.0,iter=600
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0417,rrt_star,1.5753,2,0.0,858,0,0,0,0,0.0,0.0,iter=900
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0333,mppi,2.8893,50,0.0,858,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0333,mppi,4.2468,50,0.0,858,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0333,mppi,8.8498,50,0.0,858,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.038,rrt,1.3199,2,0.0,787,0,0,0,0,0.0,0.0,iter=300
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0322,rrt,1.3608,2,0.0,787,0,0,0,0,0.0,0.0,iter=600
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0301,rrt,1.3045,2,0.0,787,0,0,0,0,0.0,0.0,iter=900
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0439,rrt_star,1.3731,2,0.0,787,0,0,0,0,0.0,0.0,iter=300
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.033,rrt_star,1.3329,2,0.0,787,0,0,0,0,0.0,0.0,iter=600
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.031,rrt_star,1.3347,2,0.0,787,0,0,0,0,0.0,0.0,iter=900
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0308,mppi,2.5273,50,0.0,787,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0308,mppi,3.9782,50,0.0,787,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0315,mppi,8.479,50,0.0,787,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0292,rrt,0.7994,2,0.0,449,0,0,0,0,0.0,0.0,iter=300
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.029,rrt,0.8203,2,0.0,449,0,0,0,0,0.0,0.0,iter=600
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0237,rrt,0.7593,2,0.0,449,0,0,0,0,0.0,0.0,iter=900
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0228,rrt_star,0.7739,2,0.0,449,0,0,0,0,0.0,0.0,iter=300
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0257,rrt_star,0.761,2,0.0,449,0,0,0,0,0.0,0.0,iter=600
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0235,rrt_star,0.751,2,0.0,449,0,0,0,0,0.0,0.0,iter=900
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0237,mppi,1.8855,50,0.0,449,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
