frontend,source,algorithm,sensor_period_ms,frontend_to_occupancy_ms,mppi_compute_ms,control_publish_ms,uav_speed_mps,total_delay_ms,distance_during_delay_m,latency_buffer_to_safety_breach_m,latency_buffer_to_body_contact_m,min_body_clearance_m,min_safety_margin_m,collision,safety_violation,occupied_cells,grid_shape,note,case_id,mppi_seed,status
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,267.889,10.0,3.0,377.906,1.1337,0.2885,0.669,0.4766,0.2266,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,2,31002,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,192.221,10.0,3.0,302.238,0.9067,0.5155,0.896,0.5283,0.2783,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,3,31003,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,194.504,10.0,3.0,304.521,0.9136,0.5086,0.8892,0.5221,0.2721,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,4,31004,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,195.787,10.0,3.0,305.804,0.9174,0.5048,0.8853,0.5233,0.2733,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,5,31005,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,191.17,10.0,3.0,301.187,0.9036,0.5186,0.8992,0.5206,0.2706,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,6,31006,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,203.271,10.0,3.0,313.288,0.9399,0.4823,0.8629,0.5213,0.2713,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,7,31007,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,195.727,10.0,4.0,305.744,1.223,0.1992,0.5798,0.38,0.13,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,0,31100,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,205.635,10.0,4.0,315.652,1.2626,0.1596,0.5401,0.3673,0.1173,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,1,31101,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,192.053,10.0,4.0,302.07,1.2083,0.2139,0.5945,0.4025,0.1525,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,2,31102,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,190.255,10.0,4.0,300.272,1.2011,0.2211,0.6017,0.3679,0.1179,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,3,31103,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,184.18,10.0,4.0,294.197,1.1768,0.2454,0.626,0.4195,0.1695,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,4,31104,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,193.379,10.0,4.0,303.396,1.2136,0.2086,0.5892,0.4089,0.1589,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,5,31105,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,185.965,10.0,4.0,295.982,1.1839,0.2382,0.6188,0.3937,0.1437,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,6,31106,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,200.294,10.0,4.0,310.311,1.2412,0.1809,0.5615,0.3854,0.1354,0,0,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,7,31107,safe
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,193.642,10.0,5.0,303.658,1.5183,-0.0961,0.2845,0.1672,-0.0828,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,0,31200,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,188.908,10.0,5.0,298.925,1.4946,-0.0725,0.3081,0.1459,-0.1041,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,1,31201,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,184.716,10.0,5.0,294.733,1.4737,-0.0515,0.3291,0.2134,-0.0366,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,2,31202,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,184.963,10.0,5.0,294.98,1.4749,-0.0527,0.3279,0.2047,-0.0453,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,3,31203,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,191.177,10.0,5.0,301.194,1.506,-0.0838,0.2968,0.1932,-0.0568,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,4,31204,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,202.221,10.0,5.0,312.237,1.5612,-0.139,0.2416,0.1588,-0.0912,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,5,31205,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,185.972,10.0,5.0,295.989,1.4799,-0.0578,0.3228,0.2039,-0.0461,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,6,31206,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,196.252,10.0,5.0,306.269,1.5313,-0.1092,0.2714,0.1774,-0.0726,0,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,7,31207,violation
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,236.452,10.0,6.0,346.468,2.0788,-0.6566,-0.2761,-0.2903,-0.5403,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,0,31300,collision
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,195.671,10.0,6.0,305.688,1.8341,-0.412,-0.0314,-0.0901,-0.3401,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,1,31301,collision
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,190.17,10.0,6.0,300.187,1.8011,-0.3789,0.0016,-0.0379,-0.2879,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,2,31302,collision
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,195.56,10.0,6.0,305.577,1.8335,-0.4113,-0.0307,-0.0393,-0.2893,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,3,31303,collision
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,189.365,10.0,6.0,299.382,1.7963,-0.3741,0.0065,-0.0017,-0.2517,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,4,31304,collision
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,191.035,10.0,6.0,301.051,1.8063,-0.3841,-0.0036,-0.0065,-0.2565,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,5,31305,collision
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,226.326,10.0,6.0,336.343,2.0181,-0.5959,-0.2153,-0.2879,-0.5379,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,6,31306,collision
external_lidar_bbox_to_grid,Multi-LiDAR bbox CSV,3D bbox footprints -> 2D occupancy raster,100.0,0.017,193.364,10.0,6.0,303.38,1.8203,-0.3981,-0.0175,-0.0994,-0.3494,1,1,626,88x72,not ODA; starts after point-cloud clustering/bbox extraction,7,31307,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,34.15,10.0,1.0,247.253,0.2473,1.1749,1.5555,0.3492,0.0992,0,0,666,133x75,fusion contract timing; mixed-source proxy,0,40800,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,33.822,10.0,1.0,246.925,0.2469,1.1752,1.5558,0.3493,0.0993,0,0,666,133x75,fusion contract timing; mixed-source proxy,1,40801,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,34.628,10.0,1.0,247.731,0.2477,1.1744,1.555,0.3492,0.0992,0,0,666,133x75,fusion contract timing; mixed-source proxy,2,40802,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,33.289,10.0,1.0,246.391,0.2464,1.1758,1.5564,0.3491,0.0991,0,0,666,133x75,fusion contract timing; mixed-source proxy,3,40803,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,33.445,10.0,1.0,246.548,0.2465,1.1756,1.5562,0.3492,0.0992,0,0,666,133x75,fusion contract timing; mixed-source proxy,4,40804,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,36.455,10.0,1.0,249.558,0.2496,1.1726,1.5532,0.3494,0.0994,0,0,666,133x75,fusion contract timing; mixed-source proxy,5,40805,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,33.212,10.0,1.0,246.315,0.2463,1.1759,1.5564,0.3487,0.0987,0,0,666,133x75,fusion contract timing; mixed-source proxy,6,40806,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,33.961,10.0,1.0,247.064,0.2471,1.1751,1.5557,0.3495,0.0995,0,0,666,133x75,fusion contract timing; mixed-source proxy,7,40807,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,95.684,10.0,2.0,308.787,0.6176,0.8046,1.1852,0.4961,0.2461,0,0,666,133x75,fusion contract timing; mixed-source proxy,0,40900,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,92.969,10.0,2.0,306.072,0.6121,0.81,1.1906,0.4942,0.2442,0,0,666,133x75,fusion contract timing; mixed-source proxy,1,40901,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,95.051,10.0,2.0,308.153,0.6163,0.8059,1.1864,0.4948,0.2448,0,0,666,133x75,fusion contract timing; mixed-source proxy,2,40902,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,87.794,10.0,2.0,300.897,0.6018,0.8204,1.201,0.4943,0.2443,0,0,666,133x75,fusion contract timing; mixed-source proxy,3,40903,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,90.003,10.0,2.0,303.106,0.6062,0.816,1.1965,0.4938,0.2438,0,0,666,133x75,fusion contract timing; mixed-source proxy,4,40904,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,98.171,10.0,2.0,311.274,0.6225,0.7996,1.1802,0.4936,0.2436,0,0,666,133x75,fusion contract timing; mixed-source proxy,5,40905,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,105.787,10.0,2.0,318.89,0.6378,0.7844,1.165,0.5035,0.2535,0,0,666,133x75,fusion contract timing; mixed-source proxy,6,40906,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,96.685,10.0,2.0,309.788,0.6196,0.8026,1.1832,0.4958,0.2458,0,0,666,133x75,fusion contract timing; mixed-source proxy,7,40907,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,209.442,10.0,3.0,422.545,1.2676,0.1545,0.5351,0.363,0.113,0,0,666,133x75,fusion contract timing; mixed-source proxy,0,41000,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,194.843,10.0,3.0,407.946,1.2238,0.1983,0.5789,0.3595,0.1095,0,0,666,133x75,fusion contract timing; mixed-source proxy,1,41001,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,183.934,10.0,3.0,397.037,1.1911,0.2311,0.6116,0.3929,0.1429,0,0,666,133x75,fusion contract timing; mixed-source proxy,2,41002,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,189.514,10.0,3.0,402.617,1.2079,0.2143,0.5949,0.4027,0.1527,0,0,666,133x75,fusion contract timing; mixed-source proxy,3,41003,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,226.398,10.0,3.0,439.501,1.3185,0.1037,0.4843,0.324,0.074,0,0,666,133x75,fusion contract timing; mixed-source proxy,4,41004,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,210.54,10.0,3.0,423.643,1.2709,0.1512,0.5318,0.1926,-0.0574,0,1,666,133x75,fusion contract timing; mixed-source proxy,5,41005,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,206.139,10.0,3.0,419.241,1.2577,0.1644,0.545,0.3516,0.1016,0,0,666,133x75,fusion contract timing; mixed-source proxy,6,41006,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,198.683,10.0,3.0,411.785,1.2354,0.1868,0.5674,0.3831,0.1331,0,0,666,133x75,fusion contract timing; mixed-source proxy,7,41007,safe
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,200.079,10.0,4.0,413.181,1.6527,-0.2306,0.15,0.0893,-0.1607,0,1,666,133x75,fusion contract timing; mixed-source proxy,0,41100,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,200.622,10.0,4.0,413.725,1.6549,-0.2327,0.1479,0.0876,-0.1624,0,1,666,133x75,fusion contract timing; mixed-source proxy,1,41101,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,186.681,10.0,4.0,399.783,1.5991,-0.177,0.2036,0.0068,-0.2432,0,1,666,133x75,fusion contract timing; mixed-source proxy,2,41102,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,186.766,10.0,4.0,399.869,1.5995,-0.1773,0.2033,0.131,-0.119,0,1,666,133x75,fusion contract timing; mixed-source proxy,3,41103,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,216.731,10.0,4.0,429.834,1.7193,-0.2972,0.0834,0.0371,-0.2129,0,1,666,133x75,fusion contract timing; mixed-source proxy,4,41104,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,203.725,10.0,4.0,416.828,1.6673,-0.2451,0.1354,-0.0589,-0.3089,1,1,666,133x75,fusion contract timing; mixed-source proxy,5,41105,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,191.4,10.0,4.0,404.503,1.618,-0.1958,0.1847,0.0961,-0.1539,0,1,666,133x75,fusion contract timing; mixed-source proxy,6,41106,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,223.194,10.0,4.0,436.297,1.7452,-0.323,0.0576,0.0229,-0.2271,0,1,666,133x75,fusion contract timing; mixed-source proxy,7,41107,violation
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,196.278,10.0,5.0,409.381,2.0469,-0.6247,-0.2442,-0.2865,-0.5365,1,1,666,133x75,fusion contract timing; mixed-source proxy,0,41200,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,199.053,10.0,5.0,412.156,2.0608,-0.6386,-0.258,-0.2897,-0.5397,1,1,666,133x75,fusion contract timing; mixed-source proxy,1,41201,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,204.32,10.0,5.0,417.422,2.0871,-0.6649,-0.2844,-0.2957,-0.5457,1,1,666,133x75,fusion contract timing; mixed-source proxy,2,41202,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,210.015,10.0,5.0,423.118,2.1156,-0.6934,-0.3128,-0.2979,-0.5479,1,1,666,133x75,fusion contract timing; mixed-source proxy,3,41203,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,226.434,10.0,5.0,439.537,2.1977,-0.7755,-0.3949,-0.2904,-0.5404,1,1,666,133x75,fusion contract timing; mixed-source proxy,4,41204,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,185.723,10.0,5.0,398.826,1.9941,-0.572,-0.1914,-0.2464,-0.4964,1,1,666,133x75,fusion contract timing; mixed-source proxy,5,41205,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,196.271,10.0,5.0,409.374,2.0469,-0.6247,-0.2441,-0.2865,-0.5365,1,1,666,133x75,fusion contract timing; mixed-source proxy,6,41206,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,198.037,10.0,5.0,411.14,2.0557,-0.6335,-0.2529,-0.2984,-0.5484,1,1,666,133x75,fusion contract timing; mixed-source proxy,7,41207,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,191.994,10.0,6.0,405.096,2.4306,-1.0084,-0.6278,-0.2837,-0.5337,1,1,666,133x75,fusion contract timing; mixed-source proxy,0,41300,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,206.619,10.0,6.0,419.722,2.5183,-1.0962,-0.7156,-0.2763,-0.5263,1,1,666,133x75,fusion contract timing; mixed-source proxy,1,41301,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,221.816,10.0,6.0,434.919,2.6095,-1.1873,-0.8068,-0.2746,-0.5246,1,1,666,133x75,fusion contract timing; mixed-source proxy,2,41302,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,199.572,10.0,6.0,412.675,2.4761,-1.0539,-0.6733,-0.2938,-0.5438,1,1,666,133x75,fusion contract timing; mixed-source proxy,3,41303,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,208.268,10.0,6.0,421.37,2.5282,-1.1061,-0.7255,-0.2958,-0.5458,1,1,666,133x75,fusion contract timing; mixed-source proxy,4,41304,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,198.393,10.0,6.0,411.496,2.469,-1.0468,-0.6662,-0.2961,-0.5461,1,1,666,133x75,fusion contract timing; mixed-source proxy,5,41305,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,214.303,10.0,6.0,427.406,2.5644,-1.1423,-0.7617,-0.2953,-0.5453,1,1,666,133x75,fusion contract timing; mixed-source proxy,6,41306,collision
bbox_cached_depth_mux_to_grid,Multi-LiDAR bbox + ODA cached depth,bbox grid + cached depth grid -> merged occupancy,200.0,3.103,234.976,10.0,6.0,448.078,2.6885,-1.2663,-0.8857,-0.2891,-0.5391,1,1,666,133x75,fusion contract timing; mixed-source proxy,7,41307,collision
